1.000000000000000000e+00,0.000000000000000000e+00,5.235999999999999943e+01,4.885200000000000209e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.978790000000000049e+00,4.708217415251702676e+01,8.800000000000000000e+01,2.372670600000000000e+07,4.490809000000000000e+06,0.000000000000000000e+00
4.956889999999999574e+00,4.714965518806111788e+01,1.050000000000000000e+02,3.581503600000000000e+07,5.061577000000000000e+06,0.000000000000000000e+00
4.918210000000000193e+00,4.715701217687560387e+01,1.520000000000000000e+02,3.155312100000000000e+07,3.050290000000000000e+06,0.000000000000000000e+00
5.012310000000000265e+00,4.703454259657387126e+01,8.700000000000000000e+01,3.474582300000000000e+07,4.080200000000000000e+06,0.000000000000000000e+00
5.030300000000000438e+00,4.705122623257737047e+01,1.600000000000000000e+02,4.458694700000000000e+07,5.232858000000000000e+06,0.000000000000000000e+00
4.964129999999999932e+00,4.707849565810978731e+01,9.000000000000000000e+01,1.580125300000000000e+07,4.256242000000000000e+06,0.000000000000000000e+00
4.908330000000000304e+00,4.704460674141910914e+01,2.790000000000000000e+02,1.957202400000000000e+07,1.777268200000000000e+07,0.000000000000000000e+00
4.964430000000000121e+00,4.707238881776132899e+01,1.400000000000000000e+02,1.880151800000000000e+07,2.477736000000000000e+06,0.000000000000000000e+00
4.905280000000000307e+00,4.704685520988319780e+01,1.850000000000000000e+02,2.973384000000000000e+06,7.846393000000000000e+06,0.000000000000000000e+00
5.042190999999999867e+00,4.715336066408993076e+01,1.350000000000000000e+02,3.498547300000000000e+07,8.610525000000000000e+06,0.000000000000000000e+00
4.937511981512808568e+00,4.706473812122520428e+01,1.200000000000000000e+02,6.208213654046741760e+17,4.386685000000000000e+06,0.000000000000000000e+00
4.951990000000000336e+00,4.707137251001557132e+01,5.900000000000000000e+01,4.417477000000000000e+07,6.569605000000000000e+06,0.000000000000000000e+00
5.038330000000000197e+00,4.704620765096554180e+01,1.500000000000000000e+02,5.088839200000000000e+07,4.643902000000000000e+06,0.000000000000000000e+00
5.013250000000000206e+00,4.703428177423204204e+01,8.900000000000000000e+01,3.174266300000000000e+07,4.145310000000000000e+06,0.000000000000000000e+00
4.999609999999999665e+00,4.707259567686002555e+01,3.500000000000000000e+02,4.886419000000000000e+07,9.274289000000000000e+06,0.000000000000000000e+00
4.970106000000000357e+00,4.701364443128129267e+01,2.750000000000000000e+02,5.006581100000000000e+07,1.787433600000000000e+07,0.000000000000000000e+00
4.938469999999999693e+00,4.706786489921159955e+01,2.750000000000000000e+02,5.134042100000000000e+07,1.771738500000000000e+07,0.000000000000000000e+00
4.926610000000000156e+00,4.706874629884951844e+01,4.800000000000000000e+01,5.047229000000000000e+07,5.243012000000000000e+06,0.000000000000000000e+00
4.957080000000000375e+00,4.707570755721432931e+01,1.500000000000000000e+02,1.808264500000000000e+07,3.010163000000000000e+06,0.000000000000000000e+00
4.833309999999999995e+00,4.711764599100641959e+01,7.420000000000000000e+02,3.324158300000000000e+07,9.490871000000000000e+06,0.000000000000000000e+00
4.833490000000000286e+00,4.711726824830444826e+01,2.300000000000000000e+02,3.324144300000000000e+07,1.430643200000000000e+07,0.000000000000000000e+00
4.935151987399041928e+00,4.706537072277053824e+01,6.400000000000000000e+02,6.302057003959046400e+17,1.657117300000000000e+07,0.000000000000000000e+00
4.876120000000000232e+00,4.712420252504768570e+01,2.100000000000000000e+02,4.770987300000000000e+07,1.047771100000000000e+07,0.000000000000000000e+00
4.874579999999999913e+00,4.704967928627408469e+01,1.530000000000000000e+02,3.524352100000000000e+07,5.547902000000000000e+06,0.000000000000000000e+00
4.943579999999999863e+00,4.709583584690480507e+01,4.900000000000000000e+01,2.818000000000000000e+03,4.650177000000000000e+06,0.000000000000000000e+00
4.893930000000000113e+00,4.709558401843682418e+01,1.060000000000000000e+02,2.016800000000000000e+04,6.168393000000000000e+06,0.000000000000000000e+00
4.891879999999999562e+00,4.711675559749464526e+01,1.260000000000000000e+02,2.788600000000000000e+04,1.268356000000000000e+06,0.000000000000000000e+00
4.890920000000000378e+00,4.709889376401596195e+01,7.500000000000000000e+01,2.887100000000000000e+04,3.834734000000000000e+06,0.000000000000000000e+00
4.891110000000000291e+00,4.709717593410939429e+01,5.500000000000000000e+01,2.905100000000000000e+04,6.901352000000000000e+06,0.000000000000000000e+00
4.914710000000000356e+00,4.710242835644149295e+01,2.400000000000000000e+02,4.439100000000000000e+04,1.588588800000000000e+07,0.000000000000000000e+00
4.890889999999999738e+00,4.711016308795794316e+01,2.320000000000000000e+02,4.955200000000000000e+04,1.385468700000000000e+07,0.000000000000000000e+00
4.882620000000000182e+00,4.709921754347478640e+01,1.180000000000000000e+02,5.052300000000000000e+04,3.770045000000000000e+06,0.000000000000000000e+00
4.897636999999999574e+00,4.709022546839321421e+01,1.510000000000000000e+02,5.570900000000000000e+04,7.461913000000000000e+06,0.000000000000000000e+00
